Data Zone,Local Authority Code,Local Authority Name,"Education, Skills and Training domain 2012 rank1","People aged 16-19 not in full time education, employment or training rate 
(School Leavers 2009/10-2010-11, DWP 2010 and 2011)","Proportion of 17- 21 year olds entering higher education 
(HESA 2008/09-2010/11)3","Pupil Performance on SQA at Stage 4 (SQA, 2008/09-2010/11)5","School Pupil Absences 
(Scottish Government, 2009/10-2010/11)4,5"
S01005221,350,Renfrewshire,5986,0,11.26,138,4.8
S01005222,350,Renfrewshire,1147,9,*,131,8.7
S01005223,350,Renfrewshire,3490,9.375,7.08,198,5.5
S01005224,350,Renfrewshire,5290,8,10.34,217,4.3
S01005225,350,Renfrewshire,4313,5,14.04,202,6.1
S01005226,350,Renfrewshire,2912,8,10.94,210,7.5
S01005227,350,Renfrewshire,729,27,8.28,161,10.9
S01005228,350,Renfrewshire,4030,4,17.18,162,5.3
S01005229,350,Renfrewshire,1531,19,*,150,10.2
S01005230,350,Renfrewshire,4236,12,15.04,220,5.8
S01005231,350,Renfrewshire,5789,3,13.27,174,4.2
S01005232,350,Renfrewshire,2241,9,*,102,7
S01005233,350,Renfrewshire,868,19,*,236,8
S01005234,350,Renfrewshire,4215,5,9.52,129,5.6
S01005235,350,Renfrewshire,3297,12,*,129,4.8
S01005236,350,Renfrewshire,3619,7,5.26,88,5.5
S01005237,350,Renfrewshire,5744,5,19.39,122,4.6
S01005238,350,Renfrewshire,3379,6.25,9.59,164,6.1
S01005239,350,Renfrewshire,1904,24,8.16,148,8.6
S01005240,350,Renfrewshire,1683,24,*,125,7.7
S01005241,350,Renfrewshire,5778,1,14.29,132,4.9
S01005242,350,Renfrewshire,2083,30,7.24,188,7
S01005243,350,Renfrewshire,828,31,5.86,157,8.9
S01005244,350,Renfrewshire,6112,0,14.29,123,4.3
S01005245,350,Renfrewshire,1936,19,9.36,210,8.7
S01005246,350,Renfrewshire,1078,24,6.09,230,9.2
S01005247,350,Renfrewshire,7,30,*,238,10.8
S01005248,350,Renfrewshire,954,20,*,144,7.2
S01005249,350,Renfrewshire,2782,12,6.69,139,7.6
S01005250,350,Renfrewshire,1411,32,*,117,7.9
S01005251,350,Renfrewshire,777,23,*,134,7.9
S01005252,350,Renfrewshire,1588,20,7.79,110,6.7
S01005253,350,Renfrewshire,3464,15,6.09,180,5.3
S01005254,350,Renfrewshire,2332,10,*,113,7.4
S01005255,350,Renfrewshire,382,34,*,143,7.9
S01005256,350,Renfrewshire,4540,6.25,7.65,161,5.2
S01005257,350,Renfrewshire,5688,2,15.57,141,5.1
S01005258,350,Renfrewshire,5679,3,12.57,184,5.3
S01005259,350,Renfrewshire,1219,23,*,198,6.4
S01005260,350,Renfrewshire,1697,31.25,5.38,225,5.9
S01005261,350,Renfrewshire,257,34,*,89,7.9
S01005262,350,Renfrewshire,3723,9,9.17,186,6.4
S01005263,350,Renfrewshire,83,17,*,152,10.5
S01005264,350,Renfrewshire,1793,13,*,137,7.6
S01005265,350,Renfrewshire,193,60,*,153,8.7
S01005266,350,Renfrewshire,1696,17,*,187,6.6
S01005267,350,Renfrewshire,2130,9,6.32,174,6.6
S01005268,350,Renfrewshire,1525,26,*,195,7.9
S01005269,350,Renfrewshire,3471,15,6.54,120,5.4
S01005270,350,Renfrewshire,5528,4,12.9,167,4.3
S01005271,350,Renfrewshire,5815,3,13.39,131,3.7
S01005272,350,Renfrewshire,73,19,*,243,9.9
S01005273,350,Renfrewshire,4251,5,7.06,99,4.4
S01005274,350,Renfrewshire,1412,14,*,154,8
S01005275,350,Renfrewshire,1507,31.25,6.1,262,7.4
S01005276,350,Renfrewshire,1752,8,*,135,7.3
S01005277,350,Renfrewshire,2873,6.25,*,157,6
S01005278,350,Renfrewshire,2965,14,8.33,115,5.7
S01005279,350,Renfrewshire,5620,5,11.24,207,4.2
S01005280,350,Renfrewshire,1176,16,*,203,7.6
S01005281,350,Renfrewshire,2262,13,*,143,6.1
S01005282,350,Renfrewshire,1042,13,*,160,8.2
S01005283,350,Renfrewshire,6270,3,21.94,230,4.3
S01005284,350,Renfrewshire,368,14,*,167,10.2
S01005285,350,Renfrewshire,2525,9,*,222,6.2
S01005286,350,Renfrewshire,6336,2,22.33,239,4.9
S01005287,350,Renfrewshire,2462,14,5.08,228,6.4
S01005288,350,Renfrewshire,1134,21.25,*,206,6.7
S01005289,350,Renfrewshire,1021,15,*,221,7.7
S01005290,350,Renfrewshire,3635,9,5.88,247,5.9
S01005291,350,Renfrewshire,5234,6,14,160,4.5
S01005292,350,Renfrewshire,957,17,*,191,9.2
S01005293,350,Renfrewshire,1651,7,*,226,7.7
S01005294,350,Renfrewshire,6140,0,11.76,166,5.1
S01005295,350,Renfrewshire,2029,16,*,186,6.7
S01005296,350,Renfrewshire,6125,3.125,18.92,248,3.6
S01005297,350,Renfrewshire,5704,0,14.55,127,5.5
S01005298,350,Renfrewshire,5942,1,15.58,165,4.2
S01005299,350,Renfrewshire,5251,0,6.35,150,4.1
S01005300,350,Renfrewshire,5887,2,12.16,214,3.8
S01005301,350,Renfrewshire,6335,2,14.79,194,3.3
S01005302,350,Renfrewshire,2231,6,*,168,6.3
S01005303,350,Renfrewshire,3235,8,5.67,236,5.8
S01005304,350,Renfrewshire,5296,11,10,125,3.6
S01005305,350,Renfrewshire,2164,15,*,200,6
S01005306,350,Renfrewshire,5008,1.25,8.09,188,4.5
S01005307,350,Renfrewshire,6411,0,16.29,211,3.4
S01005308,350,Renfrewshire,1054,9,*,219,8
S01005309,350,Renfrewshire,3298,4.6875,7.77,200,5.4
S01005310,350,Renfrewshire,2490,16,7.83,167,5.9
S01005311,350,Renfrewshire,5212,3,13.69,190,4.9
S01005312,350,Renfrewshire,3632,3,*,207,6.4
S01005313,350,Renfrewshire,4126,2,8.33,131,5.3
S01005314,350,Renfrewshire,6257,2,20.65,185,3.9
S01005315,350,Renfrewshire,1346,18,9.02,120,7.4
S01005316,350,Renfrewshire,3968,7,5.39,138,5.8
S01005317,350,Renfrewshire,4460,10,7.37,113,4.1
S01005318,350,Renfrewshire,3418,14,5.81,232,6.2
S01005319,350,Renfrewshire,5078,2,10.71,159,5
S01005320,350,Renfrewshire,4591,15,15.63,121,4.4
S01005321,350,Renfrewshire,3053,2,5.88,181,7
S01005322,350,Renfrewshire,3738,10,7.58,193,4.7
S01005323,350,Renfrewshire,4374,12.5,9.78,194,4.5
S01005324,350,Renfrewshire,2941,0,6.2,215,6.5
S01005325,350,Renfrewshire,3137,6.25,6.67,205,6.3
S01005326,350,Renfrewshire,629,24,*,210,7.5
S01005327,350,Renfrewshire,1835,11.25,*,219,7
S01005328,350,Renfrewshire,1293,17,5.33,170,7.6
S01005329,350,Renfrewshire,5716,2,13.71,219,4.2
S01005330,350,Renfrewshire,2322,10,*,166,5.5
S01005331,350,Renfrewshire,1229,10.9375,*,161,7.5
S01005332,350,Renfrewshire,4042,4,12.5,199,7.5
S01005333,350,Renfrewshire,4531,3,8.59,177,5.8
S01005334,350,Renfrewshire,4499,3.125,6.9,232,4.4
S01005335,350,Renfrewshire,5120,6,12.39,217,5.2
S01005336,350,Renfrewshire,4481,5,7.09,210,4.7
S01005337,350,Renfrewshire,4692,5,7.46,173,5.2
S01005338,350,Renfrewshire,5728,1.25,10.71,208,4.6
S01005339,350,Renfrewshire,3467,4,8.26,243,6.1
S01005340,350,Renfrewshire,5649,1,12.5,201,5
S01005341,350,Renfrewshire,2632,7.8125,*,171,5.3
S01005342,350,Renfrewshire,2581,9,9.42,194,8.1
S01005343,350,Renfrewshire,5162,3,13.81,225,5
S01005344,350,Renfrewshire,2880,6,*,186,6.7
S01005345,350,Renfrewshire,5785,0,6.05,205,4.9
S01005346,350,Renfrewshire,5261,2,7.98,178,5.2
S01005347,350,Renfrewshire,5356,0,13.29,186,5.8
S01005348,350,Renfrewshire,3749,4,5.53,226,4.9
S01005349,350,Renfrewshire,4784,3,11.31,230,5.7
S01005350,350,Renfrewshire,5811,3,15.27,231,5.1
S01005351,350,Renfrewshire,4754,2,14.72,184,5.3
S01005352,350,Renfrewshire,2906,7,*,226,6.6
S01005353,350,Renfrewshire,3323,14,5.98,177,5.2
S01005354,350,Renfrewshire,5823,2,12.26,197,4.5
S01005355,350,Renfrewshire,3337,5,7.6,204,5.9
S01005356,350,Renfrewshire,5989,0,10.17,129,4.2
S01005357,350,Renfrewshire,3246,8,5.52,179,5.7
S01005358,350,Renfrewshire,4072,2,9.26,124,6.3
S01005359,350,Renfrewshire,5893,1,8.47,199,3.9
S01005360,350,Renfrewshire,5993,4,15.97,191,3.9
S01005361,350,Renfrewshire,6161,3,12.64,158,3.5
S01005362,355,Scottish Borders,2465,18,*,185,5.6
S01005363,355,Scottish Borders,4434,2,9.15,142,7
S01005364,355,Scottish Borders,4932,2,16.67,193,4.7
S01005365,355,Scottish Borders,4384,4,10.6,183,5.7
S01005366,355,Scottish Borders,4260,3,8.4,158,4.9
S01005367,355,Scottish Borders,1127,12,*,102,7.4
S01005368,355,Scottish Borders,2201,24,*,159,5.3
S01005369,355,Scottish Borders,973,32,*,115,8.3
S01005370,355,Scottish Borders,3346,10,7.94,110,6.6
S01005371,355,Scottish Borders,4359,4,8.21,99,4.8
S01005372,355,Scottish Borders,2071,12,*,220,8
S01005373,355,Scottish Borders,2760,15,8.4,194,6.2
S01005374,355,Scottish Borders,2630,10,7.51,191,6.2
S01005375,355,Scottish Borders,3232,2,6.67,161,6.1
S01005376,355,Scottish Borders,3676,18.75,10.53,165,4.6
S01005377,355,Scottish Borders,2067,15,*,184,5.5
S01005378,355,Scottish Borders,126,17,*,178,10.7
S01005379,355,Scottish Borders,2732,7,*,154,5.1
S01005380,355,Scottish Borders,698,18,*,202,8.6
S01005381,355,Scottish Borders,357,17,*,209,9.6
S01005382,355,Scottish Borders,54,23,*,178,9.9
S01005383,355,Scottish Borders,5311,5,13.64,215,4.8
S01005384,355,Scottish Borders,4710,4,9.85,251,5.3
S01005385,355,Scottish Borders,4790,5,10.18,188,4.5
S01005386,355,Scottish Borders,3126,2,*,145,6.4
S01005387,355,Scottish Borders,2593,11,7.47,209,5.5
S01005388,355,Scottish Borders,3148,14,11.61,188,6.1
S01005389,355,Scottish Borders,2879,15,*,118,6.8
S01005390,355,Scottish Borders,2380,7,5.29,201,6.3
S01005391,355,Scottish Borders,4169,4,7.08,202,4.9
S01005392,355,Scottish Borders,5056,2,11.29,172,4.8
S01005393,355,Scottish Borders,4171,3,8.98,220,5.9
S01005394,355,Scottish Borders,5443,0,15.28,189,5.5
S01005395,355,Scottish Borders,6252,0,23.61,191,4.3
S01005396,355,Scottish Borders,4464,6,9.88,201,5.5
S01005397,355,Scottish Borders,3493,0,6.9,172,7
S01005398,355,Scottish Borders,5779,2.5,11.18,188,3.3
S01005399,355,Scottish Borders,3557,10,*,193,4.6
S01005400,355,Scottish Borders,1632,10.15625,*,229,5.7
S01005401,355,Scottish Borders,4786,9,12,238,3.9
S01005402,355,Scottish Borders,4368,16,6.64,149,4.3
S01005403,355,Scottish Borders,3457,2,*,218,4.8
S01005404,355,Scottish Borders,4875,11,8.39,218,4.9
S01005405,355,Scottish Borders,4316,7,11.21,160,5.9
S01005406,355,Scottish Borders,3575,16,6.94,189,4.8
S01005407,355,Scottish Borders,4389,6,10.37,247,5
S01005408,355,Scottish Borders,2946,12.5,5.26,173,5.5
S01005409,355,Scottish Borders,4302,1,10.58,190,5.1
S01005410,355,Scottish Borders,4597,5,11.05,188,5.2
S01005411,355,Scottish Borders,5238,7,15.79,186,4.9
S01005412,355,Scottish Borders,5976,3,20,180,3.9
S01005413,355,Scottish Borders,2704,8,*,204,5.8
S01005414,355,Scottish Borders,5450,4,9.7,108,4.9
S01005415,355,Scottish Borders,5327,5,13.39,109,4.3
S01005416,355,Scottish Borders,1794,23,*,138,6.8
S01005417,355,Scottish Borders,4028,3,7.37,142,6.1
S01005418,355,Scottish Borders,5972,4,26.8,198,5.1
S01005419,355,Scottish Borders,2484,19,7.14,174,5.1
S01005420,355,Scottish Borders,4061,3,10.69,143,4.9
S01005421,355,Scottish Borders,3376,11,7.06,183,5.9
S01005422,355,Scottish Borders,4832,1,5.66,153,4.2
S01005423,355,Scottish Borders,3482,7.03125,7.69,167,4.8
S01005424,355,Scottish Borders,4674,9,14.55,183,5.6
S01005425,355,Scottish Borders,313,19,*,172,10.4
S01005426,355,Scottish Borders,471,24,*,162,7.5
S01005427,355,Scottish Borders,1921,19,*,158,6.2
S01005428,355,Scottish Borders,1335,16,*,169,8
S01005429,355,Scottish Borders,3156,15,*,240,7.4
S01005430,355,Scottish Borders,4206,11,18.68,160,5.9
S01005431,355,Scottish Borders,1364,12,*,215,7.6
S01005432,355,Scottish Borders,3253,9,6.78,196,7
S01005433,355,Scottish Borders,2513,4,*,183,6.6
S01005434,355,Scottish Borders,2031,9,*,172,8.2
S01005435,355,Scottish Borders,3326,6,12.2,177,7.5
S01005436,355,Scottish Borders,3384,11.25,7.45,193,6.1
S01005437,355,Scottish Borders,2860,14,6.34,215,6.6
S01005438,355,Scottish Borders,1498,9,*,229,7.6
S01005439,355,Scottish Borders,2157,16,*,176,7.5
S01005440,355,Scottish Borders,5562,8,14.29,192,4.3
S01005441,355,Scottish Borders,2762,8,8.21,242,7.8
S01005442,355,Scottish Borders,5626,8,24.03,146,4.7
S01005443,355,Scottish Borders,4304,7,10.64,224,5.4
S01005444,355,Scottish Borders,4420,6,12.09,218,5.9
S01005445,355,Scottish Borders,4144,4,12.24,215,4.9
S01005446,355,Scottish Borders,3604,8,9.3,158,4.9
S01005447,355,Scottish Borders,4202,4,11.49,169,5.2
S01005448,355,Scottish Borders,5168,4,11.9,213,4.6
S01005449,355,Scottish Borders,5637,2,18.25,195,5.4
S01005450,355,Scottish Borders,2640,12,6.87,184,6.5
S01005451,355,Scottish Borders,4141,3,9.57,214,6.7
S01005452,355,Scottish Borders,6431,3,26.45,221,3.3
S01005453,355,Scottish Borders,2567,3,*,162,6.6
S01005454,355,Scottish Borders,5827,2,13.85,214,4.5
S01005455,355,Scottish Borders,4565,6.25,15.24,211,6.3
S01005456,355,Scottish Borders,5229,3,8.59,223,4.5
S01005457,355,Scottish Borders,2870,12.5,6.5,242,5.3
S01005458,355,Scottish Borders,3586,11,10.1,212,5.6
S01005459,355,Scottish Borders,5012,14,21.37,217,6.8
S01005460,355,Scottish Borders,3526,9,8.53,222,6.5
S01005461,355,Scottish Borders,3986,12,10.61,210,5.1
S01005462,355,Scottish Borders,4638,7,10.61,203,5
S01005463,355,Scottish Borders,5253,7,18.56,193,6.4
S01005464,355,Scottish Borders,2505,9,*,218,7.2
S01005465,355,Scottish Borders,5391,0,15.45,224,5.7
S01005466,355,Scottish Borders,5352,2,15.96,170,5.7
S01005467,355,Scottish Borders,5041,4,11.11,212,5.4
S01005468,355,Scottish Borders,6002,2,25.19,184,4.8
S01005469,355,Scottish Borders,4443,6,13.83,228,6.3
S01005470,355,Scottish Borders,5805,5,26.58,123,4.9
S01005471,355,Scottish Borders,6089,4,24.24,191,4.8
S01005472,355,Scottish Borders,5165,8,19.21,176,4.7
S01005473,355,Scottish Borders,4744,7.5,14.07,127,6.5
S01005474,355,Scottish Borders,3429,8,5.88,140,5.9
S01005475,355,Scottish Borders,4599,3,9.79,179,6
S01005476,355,Scottish Borders,5909,4,20,158,4.4
S01005477,355,Scottish Borders,2772,5,*,140,5.8
S01005478,355,Scottish Borders,4200,7,11.21,192,5
S01005479,355,Scottish Borders,3343,5,5.05,166,6.1
S01005480,355,Scottish Borders,4695,7,11.51,178,6.1
S01005481,355,Scottish Borders,1313,9,*,213,6.9
S01005482,355,Scottish Borders,4718,0,11.83,237,6
S01005483,355,Scottish Borders,3698,7,17.07,212,7.8
S01005484,355,Scottish Borders,3081,9,8.49,220,5.1
S01005485,355,Scottish Borders,1007,12,*,219,8
S01005486,355,Scottish Borders,2455,12,*,233,6.3
S01005487,355,Scottish Borders,1831,15,*,185,8.3
S01005488,355,Scottish Borders,1623,14,*,176,7.5
S01005489,355,Scottish Borders,3887,7.5,8.33,172,5.9
S01005490,355,Scottish Borders,3791,3,8.87,228,6.4
S01005491,355,Scottish Borders,3174,16,8.13,179,6.3
S01005492,360,Shetland Islands,4447,6,7.96,147,6
S01005493,360,Shetland Islands,5878,2,15.07,205,4.3
S01005494,360,Shetland Islands,4557,7,8.82,198,4.6
S01005495,360,Shetland Islands,5247,5,11.9,201,4.7
S01005496,360,Shetland Islands,4112,2,*,168,5.8
S01005497,360,Shetland Islands,5703,3,10.71,169,4.9
S01005498,360,Shetland Islands,3504,9,8.27,211,5.5
S01005499,360,Shetland Islands,2890,5,5.66,222,7.8
S01005500,360,Shetland Islands,3763,10,9.93,231,5.4
S01005501,360,Shetland Islands,5534,9,17.39,217,4.7
S01005502,360,Shetland Islands,4207,3,9.5,195,5.6
S01005503,360,Shetland Islands,3636,5,15.79,182,5.6
S01005504,360,Shetland Islands,4508,6,15.85,206,5.8
S01005505,360,Shetland Islands,3288,16,6.38,195,5.6
S01005506,360,Shetland Islands,3963,10,9.09,177,6.1
S01005507,360,Shetland Islands,2618,9,6.8,178,7.7
S01005508,360,Shetland Islands,2605,17,7.84,211,6.5
S01005509,360,Shetland Islands,5174,0,11,182,5.5
S01005510,360,Shetland Islands,5666,1.25,13.27,192,4.6
S01005511,360,Shetland Islands,5257,3.125,9.18,177,4.1
S01005512,360,Shetland Islands,4843,5,7.69,195,4.1
S01005513,360,Shetland Islands,4497,1,10.14,184,5.4
S01005514,360,Shetland Islands,4653,2,12.5,177,5.6
S01005515,360,Shetland Islands,3690,1,7.87,132,6.5
S01005516,360,Shetland Islands,3270,2,5.81,149,5.8
S01005517,360,Shetland Islands,2987,5,5.39,144,7.7
S01005518,360,Shetland Islands,2992,4,6.74,156,8.4
S01005519,360,Shetland Islands,3988,5,9.4,148,5.5
S01005520,360,Shetland Islands,3655,4.6875,7.75,207,5.7
S01005521,360,Shetland Islands,3796,3,9.73,204,6.6
S01005522,370,South Ayrshire,2539,6.25,*,152,7.5
S01005523,370,South Ayrshire,2977,7,7.08,186,8.1
S01005524,370,South Ayrshire,3578,8,11.63,153,6.2
S01005525,370,South Ayrshire,2152,9,5.07,205,8.3
S01005526,370,South Ayrshire,720,15,*,205,9.1
S01005527,370,South Ayrshire,1185,12.5,*,181,8.8
S01005528,370,South Ayrshire,2027,23,6.45,168,7.3
S01005529,370,South Ayrshire,1265,22,*,163,7.6
S01005530,370,South Ayrshire,1010,13,*,156,7.6
S01005531,370,South Ayrshire,3792,8,12.1,177,7.6
S01005532,370,South Ayrshire,3160,11,8.78,203,8.2
S01005533,370,South Ayrshire,2592,10,10,191,7.8
S01005534,370,South Ayrshire,2791,13,8.33,191,7.7
S01005535,370,South Ayrshire,1591,15,*,199,6.5
S01005536,370,South Ayrshire,4925,4,12.4,188,5.5
S01005537,370,South Ayrshire,3403,1,*,218,7.5
S01005538,370,South Ayrshire,3983,9,7.33,194,4.8
S01005539,370,South Ayrshire,3065,3,5.08,239,6.3
S01005540,370,South Ayrshire,1900,15,*,239,6.3
S01005541,370,South Ayrshire,1872,14,*,244,6.2
S01005542,370,South Ayrshire,2849,13,6.85,237,5.9
S01005543,370,South Ayrshire,3319,22,7.94,227,5.8
S01005544,370,South Ayrshire,2320,16,5.83,239,6.5
S01005545,370,South Ayrshire,4145,10,9.13,206,4.3
S01005546,370,South Ayrshire,3704,4,*,176,6
S01005547,370,South Ayrshire,3916,7,11.03,210,6.3
S01005548,370,South Ayrshire,5081,7,15.38,134,5.8
S01005549,370,South Ayrshire,4282,3,10.18,146,5.5
S01005550,370,South Ayrshire,6138,2,21.28,221,4.9
S01005551,370,South Ayrshire,6226,0,18,225,4.8
S01005552,370,South Ayrshire,6131,3.125,20.45,172,4.9
S01005553,370,South Ayrshire,6241,3,19.64,259,5.2
S01005554,370,South Ayrshire,5787,3,12.87,240,4.9
S01005555,370,South Ayrshire,6128,1,24.8,129,5.6
S01005556,370,South Ayrshire,5522,0,15.48,208,6.2
S01005557,370,South Ayrshire,1791,10,*,191,8.7
S01005558,370,South Ayrshire,5936,0,18.81,212,4.8
S01005559,370,South Ayrshire,684,12,*,199,10.5
S01005560,370,South Ayrshire,1554,14,*,218,8.6
S01005561,370,South Ayrshire,4860,4,8.19,258,5.8
S01005562,370,South Ayrshire,5807,0,22.83,127,5.6
S01005563,370,South Ayrshire,2047,7.5,*,180,7.6
S01005564,370,South Ayrshire,6314,2,29.84,211,4.9
S01005565,370,South Ayrshire,5561,7,19.75,188,6
S01005566,370,South Ayrshire,2162,12.5,6.9,209,7.3
S01005567,370,South Ayrshire,3309,16,5.26,181,6
S01005568,370,South Ayrshire,3154,10,6.19,195,6.3
S01005569,370,South Ayrshire,5129,6,18.45,196,6.3
S01005570,370,South Ayrshire,2781,9,6.87,168,8.2
S01005571,370,South Ayrshire,5181,2,14.18,224,5.9
S01005572,370,South Ayrshire,6377,1.25,31.52,222,4.3
S01005573,370,South Ayrshire,1916,9,*,219,8
S01005574,370,South Ayrshire,2583,8,*,163,6.8
S01005575,370,South Ayrshire,5408,6,13.21,173,4.6
S01005576,370,South Ayrshire,3977,8,11.92,171,6.4
S01005577,370,South Ayrshire,5609,8,19.1,192,5.8
S01005578,370,South Ayrshire,2410,9,*,179,7.4
S01005579,370,South Ayrshire,4385,5,18.4,105,6.4
S01005580,370,South Ayrshire,5749,2,20.99,161,5.6
S01005581,370,South Ayrshire,2974,18,7.19,137,7
S01005582,370,South Ayrshire,5394,5,13.97,104,5.8
S01005583,370,South Ayrshire,5223,11,12.86,150,4.9
S01005584,370,South Ayrshire,5737,2,12.62,115,4.6
S01005585,370,South Ayrshire,1419,34,*,164,10.8
S01005586,370,South Ayrshire,3164,30,13.89,151,7
S01005587,370,South Ayrshire,1956,9,*,108,8.8
S01005588,370,South Ayrshire,4548,6,13.68,166,5.2
S01005589,370,South Ayrshire,2800,28.75,7.55,112,7.4
S01005590,370,South Ayrshire,232,20,*,152,12.8
S01005591,370,South Ayrshire,1056,22,*,132,10.3
S01005592,370,South Ayrshire,361,19,*,135,10.3
S01005593,370,South Ayrshire,152,21,*,132,11.1
S01005594,370,South Ayrshire,724,33,*,175,10.3
S01005595,370,South Ayrshire,39,22,*,172,12
S01005596,370,South Ayrshire,722,14,*,172,11.1
S01005597,370,South Ayrshire,1440,24,6.67,190,9.1
S01005598,370,South Ayrshire,293,23,*,222,11.6
S01005599,370,South Ayrshire,1527,18,*,184,7.6
S01005600,370,South Ayrshire,40,21,*,119,12.3
S01005601,370,South Ayrshire,1294,18,5.6,204,9.4
S01005602,370,South Ayrshire,372,27,*,174,10
S01005603,370,South Ayrshire,217,14,*,194,11.2
S01005604,370,South Ayrshire,150,23,*,180,11.5
S01005605,370,South Ayrshire,2933,10,6.99,196,6.5
S01005606,370,South Ayrshire,2291,8,6.42,165,8.5
S01005607,370,South Ayrshire,3215,6,6.67,157,7.2
S01005608,370,South Ayrshire,3899,4,8.63,206,5.9
S01005609,370,South Ayrshire,3952,15,9.02,222,5.9
S01005610,370,South Ayrshire,3996,6,7.14,163,5.2
S01005611,370,South Ayrshire,62,39,*,220,11.2
S01005612,370,South Ayrshire,4778,4,10.96,167,5.1
S01005613,370,South Ayrshire,2444,14,*,223,6.6
S01005614,370,South Ayrshire,2357,9,*,202,7.7
S01005615,370,South Ayrshire,2597,13,5.14,174,6.7
S01005616,370,South Ayrshire,3240,3,6.45,208,7.5
S01005617,370,South Ayrshire,938,11,*,133,9.5
S01005618,370,South Ayrshire,1825,21,7.69,219,8.8
S01005619,370,South Ayrshire,4612,7,5.38,197,4.7
S01005620,370,South Ayrshire,4727,3,8.74,184,5.6
S01005621,370,South Ayrshire,2554,16,7.65,180,7
S01005622,370,South Ayrshire,5272,2,10.97,189,5.3
S01005623,370,South Ayrshire,2634,10,*,213,7.9
S01005624,370,South Ayrshire,5904,3,15.17,244,4.6
S01005625,370,South Ayrshire,4862,8,7.84,239,5.1
S01005626,370,South Ayrshire,2458,4,*,198,6.7
S01005627,370,South Ayrshire,4716,8,6.25,201,4.3
S01005628,370,South Ayrshire,1281,12,*,139,8.1
S01005629,370,South Ayrshire,5944,3,14.17,163,4.2
S01005630,370,South Ayrshire,3884,18,7.41,200,6
S01005631,370,South Ayrshire,2636,15,5.17,220,6.5
S01005632,370,South Ayrshire,4267,4,8.97,212,5.7
S01005633,370,South Ayrshire,2789,9,7.2,242,8.1
S01005634,370,South Ayrshire,4606,6,10.28,224,6.3
S01005635,370,South Ayrshire,5921,3,12.2,162,4.7
S01005636,370,South Ayrshire,5400,3,10.34,243,4.9
S01005637,370,South Ayrshire,3688,5,6.88,206,5.6
S01005638,370,South Ayrshire,4807,5,7.2,151,5.8
S01005639,370,South Ayrshire,582,17,*,128,10.2
S01005640,370,South Ayrshire,3308,5,5.13,139,6.1
S01005641,370,South Ayrshire,3436,8,12.03,189,7.2
S01005642,370,South Ayrshire,6052,3,25.55,141,5.5
S01005643,370,South Ayrshire,6032,5,26.09,176,5.3
S01005644,370,South Ayrshire,6237,1.5625,19.69,225,5.1
S01005645,370,South Ayrshire,5796,1,18.9,123,5
S01005646,370,South Ayrshire,2950,17,6.9,171,7.4
S01005647,370,South Ayrshire,6232,4.6875,17,215,3.5
S01005648,370,South Ayrshire,3981,13,9.23,218,5
S01005649,370,South Ayrshire,2833,10,6.67,180,6.6
S01005650,370,South Ayrshire,923,13,*,195,8.7
S01005651,370,South Ayrshire,2375,17,6.54,231,8
S01005652,370,South Ayrshire,4575,6.25,12.6,207,5
S01005653,370,South Ayrshire,2716,4.6875,5.56,217,7.3
S01005654,370,South Ayrshire,3801,4,6,211,5.3
